ID,2D-Dice,2D-Hausdorff,3D-Dice,3D-Hausdorff
BraTS20_Training_336,0.9795163949615369,1.0,0.9780380947918375,1.0
BraTS20_Training_337,0.965718927701056,1.0,0.9735871161782192,1.0
BraTS20_Training_338,0.9442946767320016,2.8284271247461903,0.9492459488962133,2.0
BraTS20_Training_339,0.9268533749879045,4.47213595499958,0.9410158157965341,3.605551275463989
BraTS20_Training_340,0.9541249910868819,2.0,0.9583309768435605,1.0
BraTS20_Training_341,0.8477738400749522,5.830951894845301,0.8587933711232263,3.7416573867739413
BraTS20_Training_342,0.8985361286845017,4.0,0.9244948695318237,3.1622776601683795
BraTS20_Training_343,0.9428225056997418,2.8284271247461903,0.9407268977961077,3.0
BraTS20_Training_344,0.9088352320593076,3.0,0.9295811748178067,2.23606797749979
BraTS20_Training_345,0.8728537253064345,10.862780491200215,0.9006486267355832,3.1622776601683795
BraTS20_Training_346,0.9424515240044783,2.23606797749979,0.9637695908813352,1.0
BraTS20_Training_347,0.9603389637618674,1.4142135623730951,0.9680986256861743,1.0
BraTS20_Training_348,0.9679733538303869,1.0,0.9714041085984368,1.0
BraTS20_Training_349,0.9545451966341544,2.23606797749979,0.9554036467404784,2.0
BraTS20_Training_350,0.9675788619161174,1.0,0.976268976436621,1.0
BraTS20_Training_351,0.9633744668579148,1.0,0.9634201444921672,1.0
BraTS20_Training_352,0.9178801672468127,5.830951894845301,0.9561431037188137,6.324555320336759
BraTS20_Training_353,0.9477667424956999,1.7320508075688772,0.9603220483282706,1.0
BraTS20_Training_354,0.9431590186438888,2.23606797749979,0.9563870861983672,1.7320508075688772
BraTS20_Training_355,0.9617995000581328,1.7320508075688772,0.9719615932240517,1.4142135623730951
BraTS20_Training_356,0.8845350647378213,2.8284271247461903,0.9021855790808859,2.23606797749979
BraTS20_Training_357,0.9166547965177172,2.23606797749979,0.921809820988668,2.23606797749979
BraTS20_Training_358,0.951697513761129,1.0,0.9570558927272225,1.0
BraTS20_Training_359,0.9568300828763452,1.0,0.9688652553190238,1.0
BraTS20_Training_360,0.9019074959535857,27.459060435491963,0.9258371729959808,10.04987562112089
BraTS20_Training_361,0.9573704498414447,3.1622776601683795,0.9593171018040352,4.123105625617661
BraTS20_Training_362,0.9644230738793379,2.0,0.9674175292868126,2.0
BraTS20_Training_363,0.9618049194797409,1.4142135623730951,0.9669561275754536,1.4142135623730951
BraTS20_Training_364,0.9449109299059283,1.4142135623730951,0.9503734923417744,1.4142135623730951
BraTS20_Training_365,0.9521687372180336,2.0,0.969212645201999,1.4142135623730951
BraTS20_Training_366,0.953954103395325,2.0,0.9520281060364101,1.7320508075688772
BraTS20_Training_367,0.948809982284526,2.449489742783178,0.960059040134154,1.4142135623730951
BraTS20_Training_368,0.9528370477638307,1.4142135623730951,0.9550808591393378,2.8284271247461903
BraTS20_Training_369,0.9539586890069032,2.8284271247461903,0.959708838973482,1.7320508075688772
